wav,affect,length,predictions
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F011.wav,Anger,1.68,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F012.wav,Anger,2.67,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F013.wav,Anger,7.0,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F016.wav,Anger,1.74,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F017.wav,Anger,1.27,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F018.wav,Anger,9.6999375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F019.wav,Neutral,2.2199375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F021.wav,Neutral,1.49,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F022.wav,Anger,1.4,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M008.wav,Surprise,1.2,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M009.wav,Neutral,1.49,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M010.wav,Neutral,7.0299375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M011.wav,Happiness,4.98,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M012.wav,Neutral,4.75,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M013.wav,Neutral,5.55,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M017.wav,Neutral,1.43,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M018.wav,Happiness,6.66,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M019.wav,Neutral,0.8899375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M020.wav,Neutral,1.5,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M021.wav,Neutral,6.7599375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M022.wav,Surprise,1.4,Surprise
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M030.wav,Surprise,1.1199375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M031.wav,Neutral,4.5,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M032.wav,Happiness,7.6899375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M033.wav,Neutral,1.6499375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M034.wav,Happiness,5.5699375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M043.wav,Neutral,1.92,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M044.wav,Neutral,1.49,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M014.wav,Sadness,5.508375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M018.wav,Anger,10.2041875,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M019.wav,Anger,3.28,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M022.wav,Sadness,3.12875,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F001.wav,Happiness,2.4614375,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F002.wav,Happiness,5.1081875,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F003.wav,Happiness,7.384375,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F005.wav,Happiness,6.9344375,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F007.wav,Happiness,3.4936875,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F018.wav,Fear,5.0288125,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F025.wav,Sadness,3.520125,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M000.wav,Happiness,3.1730625,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M001.wav,Happiness,2.8584375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M002.wav,Happiness,2.22325,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M003.wav,Fear,2.19675,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M004.wav,Fear,2.4085,Surprise
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M020.wav,Sadness,4.3141875,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M021.wav,Sadness,3.44075,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M022.wav,Sadness,5.8228125,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M036.wav,Sadness,3.4671875,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F000.wav,Neutral,1.2328125,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F001.wav,Neutral,3.9636875,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F002.wav,Neutral,1.75,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F003.wav,Neutral,11.41275,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F004.wav,Neutral,6.080625,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F005.wav,Neutral,8.1055,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F006.wav,Neutral,7.381125,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F007.wav,Neutral,13.2225,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F008.wav,Neutral,2.2348125,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F011.wav,Neutral,11.142625,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F012.wav,Neutral,4.650875,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F013.wav,Neutral,6.172125,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F014.wav,Neutral,1.840375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F015.wav,Neutral,6.1914375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F016.wav,Neutral,1.56,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F017.wav,Neutral,8.371125,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F018.wav,Neutral,3.3499375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F024.wav,Neutral,6.27025,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F025.wav,Neutral,6.0950625,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F026.wav,Neutral,8.5005625,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F027.wav,Fear,1.6595,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M000.wav,Neutral,1.281,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M002.wav,Anger,5.0241875,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M008.wav,Anger,7.4699375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M013.wav,Anger,7.01475,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M015.wav,Anger,0.8905,Surprise
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M016.wav,Anger,6.8178125,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M018.wav,Anger,5.28675,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M025.wav,Anger,4.8863125,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M026.wav,Anger,5.5299375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F001.wav,Neutral,3.97,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F002.wav,Surprise,1.1899375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F003.wav,Surprise,3.05,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F004.wav,Sadness,1.75,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F005.wav,Sadness,2.4499375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F006.wav,Sadness,8.37,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F007.wav,Sadness,5.46,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F008.wav,Sadness,1.3899375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F009.wav,Surprise,1.85,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F010.wav,Neutral,2.79,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F011.wav,Anger,2.33,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F012.wav,Neutral,2.46,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F013.wav,Sadness,7.31,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F014.wav,Anger,7.43,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F015.wav,Sadness,3.7599375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F016.wav,Sadness,2.75,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F017.wav,Neutral,3.8399375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F018.wav,Sadness,3.5099375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F020.wav,Anger,3.9599375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F021.wav,Neutral,5.18,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F022.wav,Anger,7.6899375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F023.wav,Neutral,3.2399375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F025.wav,Neutral,3.99,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F026.wav,Anger,3.81,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F027.wav,Anger,3.3499375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F028.wav,Anger,6.8299375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F029.wav,Anger,7.5699375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F030.wav,Sadness,4.67,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F031.wav,Sadness,2.4799375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F032.wav,Anger,2.4399375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F033.wav,Anger,2.81,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F034.wav,Anger,3.0799375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F035.wav,Anger,2.5899375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F036.wav,Anger,2.86,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F037.wav,Anger,2.7599375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F038.wav,Anger,8.8899375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F039.wav,Sadness,2.4699375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F040.wav,Sadness,2.8899375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F041.wav,Sadness,2.0799375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M000.wav,Sadness,1.43,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M001.wav,Sadness,1.85,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M002.wav,Sadness,7.7599375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M003.wav,Sadness,5.8,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M004.wav,Sadness,4.0199375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M005.wav,Sadness,2.9599375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M006.wav,Sadness,1.85,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M007.wav,Sadness,6.79,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M008.wav,Sadness,4.91,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M010.wav,Sadness,7.3499375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M011.wav,Anger,12.07,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M012.wav,Anger,1.7823125,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M013.wav,Anger,5.17,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M014.wav,Sadness,2.3199375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M015.wav,Sadness,2.74,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M016.wav,Neutral,3.8799375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M017.wav,Neutral,1.4099375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M018.wav,Sadness,2.43,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M019.wav,Anger,2.74,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M021.wav,Anger,2.8299375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M023.wav,Anger,2.3199375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M024.wav,Anger,12.0099375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M025.wav,Anger,1.74,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M026.wav,Sadness,2.3899375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M027.wav,Sadness,5.4799375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M028.wav,Sadness,7.3,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M029.wav,Anger,2.93,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M030.wav,Anger,2.3,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M031.wav,Anger,10.14,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M032.wav,Anger,1.87,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M033.wav,Sadness,1.98,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M034.wav,Anger,9.79,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M035.wav,Sadness,4.6999375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M036.wav,Sadness,5.0099375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M037.wav,Anger,4.3499375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M038.wav,Anger,3.73,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M039.wav,Anger,7.25,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M041.wav,Sadness,2.8299375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M042.wav,Anger,2.31,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M044.wav,Anger,2.4799375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M045.wav,Sadness,3.18,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F000.wav,Neutral,2.0379375,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F001.wav,Neutral,1.2403125,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F002.wav,Neutral,3.074125,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F003.wav,Neutral,6.918625,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F004.wav,Neutral,1.6419375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_F005.wav,Neutral,6.8486875,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M001.wav,Neutral,2.66,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M002.wav,Neutral,2.282375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M003.wav,Neutral,3.295375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M004.wav,Neutral,3.6361875,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M005.wav,Neutral,3.06725,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M007.wav,Surprise,8.1958125,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M008.wav,Anger,2.09,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M009.wav,Anger,6.763,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M010.wav,Anger,6.6429375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M011.wav,Anger,2.04475,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M014.wav,Anger,2.379875,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M015.wav,Anger,4.710625,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M016.wav,Anger,6.812125,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M018.wav,Anger,6.8994375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M019.wav,Anger,8.2959375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M020.wav,Anger,3.3841875,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M022.wav,Anger,1.7248125,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F000.wav,Neutral,3.651875,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F001.wav,Neutral,7.2899375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F002.wav,Surprise,2.62,Surprise
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F003.wav,Surprise,4.602625,Surprise
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F004.wav,Neutral,1.46,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F005.wav,Surprise,15.7199375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F006.wav,Anger,8.3899375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F008.wav,Anger,6.1599375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F010.wav,Anger,2.9599375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F012.wav,Anger,9.9599375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F019.wav,Anger,6.0599375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_F021.wav,Sadness,1.17,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M000.wav,Neutral,4.6299375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M001.wav,Neutral,8.5799375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M002.wav,Neutral,6.5299375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M003.wav,Neutral,7.3499375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M004.wav,Neutral,7.25,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M005.wav,Neutral,4.3938125,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M006.wav,Neutral,10.0199375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M007.wav,Neutral,6.86,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M008.wav,Neutral,7.9880625,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M009.wav,Neutral,4.0104375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M010.wav,Neutral,7.142125,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M011.wav,Neutral,7.6569375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M012.wav,Neutral,16.6499375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M013.wav,Neutral,4.0199375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M015.wav,Neutral,1.8799375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M017.wav,Neutral,3.37,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M019.wav,Neutral,14.5,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M020.wav,Neutral,17.90075,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M021.wav,Neutral,5.6878125,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F000.wav,Neutral,4.29625,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F001.wav,Neutral,1.714125,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F002.wav,Neutral,4.741625,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F003.wav,Neutral,3.47475,Neutral
